entry moduleId genCharge genPdgId genVx genVy genVz genCotTheta genD0 genDz genInvPt genPt genPhi genEta stubPhi stubEta stubR stubX stubY stubZ stubLocalPhi stubLocalZ 
310 91314 -1 13 0.00394827 0.000954673 5.26045 0.245513 0.00336838 5.25989 -0.163046 6.13324 1.21498 0.243111 1.299 0.304992 89.8178 24.1124 86.5207 27.8204 691.5 0
310 101615 -1 13 0.00394827 0.000954673 5.26045 0.245513 0.00336838 5.25989 -0.163046 6.13324 1.21498 0.243111 1.31461 0.299921 106.411 26.9635 102.939 32.3956 604 1

315 50332 -1 13 0.000839577 -0.000299662 -2.44145 0.327133 0.000874448 -2.44151 -0.308116 3.24553 1.03234 0.321563 1.07226 0.220942 23.9488 11.4509 21.0338 5.33446 732.5 9
315 60429 -1 13 0.000839577 -0.000299662 -2.44145 0.327133 0.000874448 -2.44151 -0.308116 3.24553 1.03234 0.321563 1.09021 0.254302 34.1862 15.8042 30.3138 8.78763 332.5 15
315 70630 -1 13 0.000839577 -0.000299662 -2.44145 0.327133 0.000874448 -2.44151 -0.308116 3.24553 1.03234 0.321563 1.11652 0.275168 49.2193 21.5981 44.2273 13.7151 441.5 22
315 80914 -1 13 0.000839577 -0.000299662 -2.44145 0.327133 0.000874448 -2.44151 -0.308116 3.24553 1.03234 0.321563 1.1527 0.321775 69.6349 28.2734 63.6367 22.7954 704 1
315 91214 -1 13 0.000839577 -0.000299662 -2.44145 0.327133 0.000874448 -2.44151 -0.308116 3.24553 1.03234 0.321563 1.18505 0.311631 87.8446 33.0514 81.3897 27.8204 810.5 0
315 101515 -1 13 0.000839577 -0.000299662 -2.44145 0.327133 0.000874448 -2.44151 -0.308116 3.24553 1.03234 0.321563 1.2218 0.294505 108.426 37.0769 101.89 32.3956 728 1

324 50333 -1 13 0.000686451 0.000790864 0.575278 0.307071 0.000218735 0.574963 -0.0243957 40.9908 1.06638 0.302439 1.06952 0.325801 23.3479 11.2197 20.4754 7.74205 732.5 20
324 60430 -1 13 0.000686451 0.000790864 0.575278 0.307071 0.000218735 0.574963 -0.0243957 40.9908 1.06638 0.302439 1.07107 0.316925 34.7689 16.6607 30.5172 11.2045 396.5 30
324 70630 -1 13 0.000686451 0.000790864 0.575278 0.307071 0.000218735 0.574963 -0.0243957 40.9908 1.06638 0.302439 1.07315 0.314376 49.2491 23.5093 43.2757 15.739 655 8
324 80814 -1 13 0.000686451 0.000790864 0.575278 0.307071 0.000218735 0.574963 -0.0243957 40.9908 1.06638 0.302439 1.07574 0.330938 67.6398 32.1342 59.5191 22.7954 293 1
324 91114 -1 13 0.000686451 0.000790864 0.575278 0.307071 0.000218735 0.574963 -0.0243957 40.9908 1.06638 0.302439 1.07885 0.304852 89.8604 42.4453 79.2042 27.8204 866 0
324 101315 -1 13 0.000686451 0.000790864 0.575278 0.307071 0.000218735 0.574963 -0.0243957 40.9908 1.06638 0.302439 1.08144 0.294547 108.41 50.9592 95.6866 32.3956 427 1

330 50334 -1 13 0.00191017 -0.000125075 4.56317 0.382758 0.00187909 4.56303 -0.0367597 27.2037 1.31342 0.373979 1.31806 0.544931 24.05 6.01391 23.2859 13.7639 144 10
330 60531 -1 13 0.00191017 -0.000125075 4.56317 0.382758 0.00187909 4.56303 -0.0367597 27.2037 1.31342 0.373979 1.32088 0.489746 36.198 8.95271 35.0734 18.445 436.5 8
330 70732 -1 13 0.00191017 -0.000125075 4.56317 0.382758 0.00187909 4.56303 -0.0367597 27.2037 1.31342 0.373979 1.32402 0.455301 51.2819 12.527 49.7284 24.1638 323.5 10
330 81015 -1 13 0.00191017 -0.000125075 4.56317 0.382758 0.00187909 4.56303 -0.0367597 27.2037 1.31342 0.373979 1.3274 0.466296 67.0191 16.1519 65.0437 32.3956 370.5 1
330 91315 -1 13 0.00191017 -0.000125075 4.56317 0.382758 0.00187909 4.56303 -0.0367597 27.2037 1.31342 0.373979 1.33202 0.408059 89.2076 21.0987 86.6766 37.4206 363 0
330 101616 -1 13 0.00191017 -0.000125075 4.56317 0.382758 0.00187909 4.56303 -0.0367597 27.2037 1.31342 0.373979 1.33581 0.430642 107.021 24.9176 104.08 47.5257 352.5 0

340 50333 -1 13 -0.000676647 -0.000615807 -1.9049 0.416147 -0.000451306 -1.90457 -0.0913204 10.9505 1.25421 0.404985 1.26576 0.326449 23.2999 6.99752 22.2243 7.74205 275.5 20
340 60530 -1 13 -0.000676647 -0.000615807 -1.9049 0.416147 -0.000451306 -1.90457 -0.0913204 10.9505 1.25421 0.404985 1.27287 0.359306 36.8238 10.8092 35.2016 13.5175 612.5 14
340 70731 -1 13 -0.000676647 -0.000615807 -1.9049 0.416147 -0.000451306 -1.90457 -0.0913204 10.9505 1.25421 0.404985 1.28058 0.372278 51.867 14.8421 49.6981 19.7581 547 12
340 81014 -1 13 -0.000676647 -0.000615807 -1.9049 0.416147 -0.000451306 -1.90457 -0.0913204 10.9505 1.25421 0.404985 1.2889 0.400587 67.6259 18.812 64.9566 27.8204 658.5 0
340 91315 -1 13 -0.000676647 -0.000615807 -1.9049 0.416147 -0.000451306 -1.90457 -0.0913204 10.9505 1.25421 0.404985 1.30009 0.408042 89.2115 23.8563 85.9626 37.4206 679.5 0
340 101616 -1 13 -0.000676647 -0.000615807 -1.9049 0.416147 -0.000451306 -1.90457 -0.0913204 10.9505 1.25421 0.404985 1.30945 0.387362 107.022 27.6528 103.387 42.5007 666 1

342 50334 -1 13 0.000964036 -0.000120728 4.08045 0.334047 0.000960257 4.0804 -0.0949663 10.53 1.29349 0.328128 1.30623 0.483874 24.0117 6.27876 23.1762 12.0773 172.667 21.6667
342 60531 -1 13 0.000964036 -0.000120728 4.08045 0.334047 0.000960257 4.0804 -0.0949663 10.53 1.29349 0.328128 1.313 0.432115 36.1957 9.228 34.9996 16.132 465 24
342 70731 -1 13 0.000964036 -0.000120728 4.08045 0.334047 0.000960257 4.0804 -0.0949663 10.53 1.29349 0.328128 1.32164 0.400663 51.883 12.7934 50.281 21.3483 334 1
342 70732 -1 13 0.000964036 -0.000120728 4.08045 0.334047 0.000960257 4.0804 -0.0949663 10.53 1.29349 0.328128 1.32133 0.402918 51.2779 12.6601 49.6905 21.2244 337.333 30.3333
342 81014 -1 13 0.000964036 -0.000120728 4.08045 0.334047 0.000960257 4.0804 -0.0949663 10.53 1.29349 0.328128 1.33016 0.400579 67.6273 16.1171 65.6787 27.8204 348.5 0
342 91315 -1 13 0.000964036 -0.000120728 4.08045 0.334047 0.000960257 4.0804 -0.0949663 10.53 1.29349 0.328128 1.3418 0.355541 89.2246 20.2536 86.8954 32.3956 266 1
342 101615 -1 13 0.000964036 -0.000120728 4.08045 0.334047 0.000960257 4.0804 -0.0949663 10.53 1.29349 0.328128 1.3511 0.344666 106.451 23.1988 103.892 37.4206 172.5 0

350 50333 -1 13 -1.94009e-05 9.37778e-05 0.404072 0.327311 -6.59855e-05 0.404049 -0.128677 7.77137 1.01463 0.321732 1.0318 0.335964 23.461 12.0419 20.1348 8.03117 821.5 18
350 60430 -1 13 -1.94009e-05 9.37778e-05 0.404072 0.327311 -6.59855e-05 0.404049 -0.128677 7.77137 1.01463 0.321732 1.04015 0.3328 34.7599 17.5917 29.9797 11.7828 504 26
350 70630 -1 13 -1.94009e-05 9.37778e-05 0.404072 0.327311 -6.59855e-05 0.404049 -0.128677 7.77137 1.01463 0.321732 1.05099 0.329851 49.3002 24.488 42.7884 16.5582 764.333 2.33333
350 80814 -1 13 -1.94009e-05 9.37778e-05 0.404072 0.327311 -6.59855e-05 0.404049 -0.128677 7.77137 1.01463 0.321732 1.06443 0.331021 67.6222 32.7967 59.1366 22.7954 378 1
350 91114 -1 13 -1.94009e-05 9.37778e-05 0.404072 0.327311 -6.59855e-05 0.404049 -0.128677 7.77137 1.01463 0.321732 1.0808 0.304872 89.8543 42.2877 79.2814 27.8204 846.5 0
350 101315 -1 13 -1.94009e-05 9.37778e-05 0.404072 0.327311 -6.59855e-05 0.404049 -0.128677 7.77137 1.01463 0.321732 1.09455 0.338608 108.429 49.7086 96.3634 37.4206 269 0

