entry moduleId genCharge genPdgId genVx genVy genVz genCotTheta genD0 genDz genInvPt genPt genPhi genEta stubPhi stubEta stubR stubX stubY stubZ stubLocalPhi stubLocalZ 
216 91114 -1 13 -0.000246692 0.000478273 0.684409 0.293802 -0.000474715 0.684334 -0.283062 3.5328 0.966637 0.289731 1.112 0.305041 89.8028 39.7707 80.5161 27.8204 535 0
216 101415 -1 13 -0.000246692 0.000478273 0.684409 0.293802 -0.000474715 0.684334 -0.283062 3.5328 0.966637 0.289731 1.1395 0.299884 106.425 44.4908 96.679 32.3956 719.5 1

235 50332 -1 13 -0.000577303 -0.000104261 -5.61963 0.40782 -0.000509248 -5.61951 -0.0335425 29.8129 1.22998 0.397287 1.23451 0.174273 23.8528 7.87091 22.5167 4.17796 345 17
235 60529 -1 13 -0.000577303 -0.000104261 -5.61963 0.40782 -0.000509248 -5.61951 -0.0335425 29.8129 1.22998 0.397287 1.23688 0.251445 36.2897 11.894 34.2853 9.22132 741 12
235 70730 -1 13 -0.000577303 -0.000104261 -5.61963 0.40782 -0.000509248 -5.61951 -0.0335425 29.8129 1.22998 0.397287 1.2398 0.293911 51.3325 16.6821 48.5461 15.3053 755.5 11
235 81014 -1 13 -0.000577303 -0.000104261 -5.61963 0.40782 -0.000509248 -5.61951 -0.0335425 29.8129 1.22998 0.397287 1.24307 0.330374 67.7594 21.8112 64.153 22.7954 1003.5 1
235 91214 -1 13 -0.000577303 -0.000104261 -5.61963 0.40782 -0.000509248 -5.61951 -0.0335425 29.8129 1.22998 0.397287 1.24694 0.311633 87.8441 27.9538 83.2776 27.8204 206.5 0
235 91215 -1 13 -0.000577303 -0.000104261 -5.61963 0.40782 -0.000509248 -5.61951 -0.0335425 29.8129 1.22998 0.397287 1.2468 0.363299 87.239 27.7735 82.6999 32.3956 210 1
235 101515 -1 13 -0.000577303 -0.000104261 -5.61963 0.40782 -0.000509248 -5.61951 -0.0335425 29.8129 1.22998 0.397287 1.25089 0.338653 108.414 34.0933 102.914 37.4206 377.5 0

236 50334 -1 13 4.65404e-05 -0.000202002 5.17285 0.361098 0.000140405 5.17291 -0.109577 9.12601 1.05312 0.353678 1.06811 0.546804 23.9596 11.5433 20.9955 13.7639 742.5 10
236 60431 -1 13 4.65404e-05 -0.000202002 5.17285 0.361098 0.000140405 5.17291 -0.109577 9.12601 1.05312 0.353678 1.07442 0.490341 34.1673 16.2719 30.0438 17.4331 386.5 15
236 70632 -1 13 4.65404e-05 -0.000202002 5.17285 0.361098 0.000140405 5.17291 -0.109577 9.12601 1.05312 0.353678 1.08391 0.450457 49.233 23.0348 43.5119 22.935 602 18.5
236 80814 -1 13 4.65404e-05 -0.000202002 5.17285 0.361098 0.000140405 5.17291 -0.109577 9.12601 1.05312 0.353678 1.09548 0.40022 67.6911 30.9768 60.1874 27.8204 144.5 0
236 91115 -1 13 4.65404e-05 -0.000202002 5.17285 0.361098 0.000140405 5.17291 -0.109577 9.12601 1.05312 0.353678 1.10901 0.408093 89.1996 39.7429 79.8565 37.4206 564.5 0
236 101416 -1 13 4.65404e-05 -0.000202002 5.17285 0.361098 0.000140405 5.17291 -0.109577 9.12601 1.05312 0.353678 1.12031 0.387141 107.086 46.6251 96.4028 42.5007 949 1

237 50334 -1 13 -0.000391434 0.000819918 3.69098 0.318301 -0.000685577 3.69079 -0.085593 11.6832 1.1612 0.313157 1.17264 0.458518 23.8152 9.23363 21.9523 11.3063 492.5 27
237 60430 -1 13 -0.000391434 0.000819918 3.69098 0.318301 -0.000685577 3.69079 -0.085593 11.6832 1.1612 0.313157 1.17821 0.411002 35.0594 13.4131 32.3922 14.8186 21.5 5
237 70631 -1 13 -0.000391434 0.000819918 3.69098 0.318301 -0.000685577 3.69079 -0.085593 11.6832 1.1612 0.313157 1.18562 0.383071 49.9696 18.7747 46.3084 19.6135 96 13
237 80914 -1 13 -0.000391434 0.000819918 3.69098 0.318301 -0.000685577 3.69079 -0.085593 11.6832 1.1612 0.313157 1.19536 0.389652 69.6228 25.5295 64.7733 27.8204 374 0
237 91215 -1 13 -0.000391434 0.000819918 3.69098 0.318301 -0.000685577 3.69079 -0.085593 11.6832 1.1612 0.313157 1.20403 0.363437 87.2043 31.2717 81.4043 32.3956 624.5 1
237 101515 -1 13 -0.000391434 0.000819918 3.69098 0.318301 -0.000685577 3.69079 -0.085593 11.6832 1.1612 0.313157 1.21437 0.338564 108.444 37.8388 101.628 37.4206 817.5 0

238 50333 -1 13 -0.000211048 -0.000413996 3.58707 0.261827 -7.74232e-05 3.58719 -0.0155456 64.327 1.26675 0.258925 1.26876 0.401917 23.3061 6.93285 22.2511 9.62136 268.5 7
238 60530 -1 13 -0.000211048 -0.000413996 3.58707 0.261827 -7.74232e-05 3.58719 -0.0155456 64.327 1.26675 0.258925 1.26989 0.351888 36.828 10.9154 35.1732 13.2284 623.5 16
238 70731 -1 13 -0.000211048 -0.000413996 3.58707 0.261827 -7.74232e-05 3.58719 -0.0155456 64.327 1.26675 0.258925 1.27133 0.324964 51.8755 15.3038 49.5667 17.1559 595 30
238 81014 -1 13 -0.000211048 -0.000413996 3.58707 0.261827 -7.74232e-05 3.58719 -0.0155456 64.327 1.26675 0.258925 1.27267 0.330857 67.6568 19.8726 64.6725 22.7954 780.5 1
238 91314 -1 13 -0.000211048 -0.000413996 3.58707 0.261827 -7.74232e-05 3.58719 -0.0155456 64.327 1.26675 0.258925 1.27467 0.304772 89.8847 26.2295 85.9725 27.8204 934.5 0
238 101515 -1 13 -0.000211048 -0.000413996 3.58707 0.261827 -7.74232e-05 3.58719 -0.0155456 64.327 1.26675 0.258925 1.27632 0.294365 108.479 31.4843 103.81 32.3956 71 1

241 50333 -1 13 -0.00015748 -0.000334932 -3.4597 0.477786 -1.68618e-05 -3.45953 -0.280283 3.56783 1.17686 0.461255 1.21384 0.321552 23.2252 8.11542 21.7612 7.59749 396.5 21
241 60530 -1 13 -0.00015748 -0.000334932 -3.4597 0.477786 -1.68618e-05 -3.45953 -0.280283 3.56783 1.17686 0.461255 1.2363 0.373298 36.8973 12.1132 34.8522 14.0958 747.5 10
241 70731 -1 13 -0.00015748 -0.000334932 -3.4597 0.477786 -1.68618e-05 -3.45953 -0.280283 3.56783 1.17686 0.461255 1.26044 0.400604 51.8911 15.8472 49.4121 21.3483 651.5 1
241 81014 -1 13 -0.00015748 -0.000334932 -3.4597 0.477786 -1.68618e-05 -3.45953 -0.280283 3.56783 1.17686 0.461255 1.28737 0.400575 67.628 18.912 64.9298 27.8204 670 0
241 91315 -1 13 -0.00015748 -0.000334932 -3.4597 0.477786 -1.68618e-05 -3.45953 -0.280283 3.56783 1.17686 0.461255 1.3236 0.408093 89.1998 21.8263 86.4883 37.4206 446.5 0
241 101616 -1 13 -0.00015748 -0.000334932 -3.4597 0.477786 -1.68618e-05 -3.45953 -0.280283 3.56783 1.17686 0.461255 1.35342 0.430486 107.062 23.0898 104.543 47.5257 143 0

244 50334 -1 13 0.00194173 -0.00010359 7.44141 0.235176 0.00182617 7.44125 -0.0709715 14.0902 1.16684 0.23306 1.17621 0.523379 23.8148 9.1551 21.9848 13.0411 484 15
244 60431 -1 13 0.00194173 -0.00010359 7.44141 0.235176 0.00182617 7.44125 -0.0709715 14.0902 1.16684 0.23306 1.18064 0.437275 34.461 13.1066 31.8713 15.5538 21 28
244 70631 -1 13 0.00194173 -0.00010359 7.44141 0.235176 0.00182617 7.44125 -0.0709715 14.0902 1.16684 0.23306 1.18692 0.374944 49.9746 18.7165 46.3374 19.1798 89.5 16
244 80914 -1 13 0.00194173 -0.00010359 7.44141 0.235176 0.00182617 7.44125 -0.0709715 14.0902 1.16684 0.23306 1.1949 0.321831 69.6222 25.5586 64.7612 22.7954 377.5 1
244 91214 -1 13 0.00194173 -0.00010359 7.44141 0.235176 0.00182617 7.44125 -0.0709715 14.0902 1.16684 0.23306 1.20231 0.311748 87.8106 31.6293 81.9164 27.8204 642 0
244 101515 -1 13 0.00194173 -0.00010359 7.44141 0.235176 0.00182617 7.44125 -0.0709715 14.0902 1.16684 0.23306 1.21072 0.294429 108.455 38.2133 101.499 32.3956 861.5 1

245 50334 -1 13 0.00246512 -0.000482064 4.40667 0.26667 0.00234177 4.40642 -0.146057 6.84665 1.00762 0.263607 1.02725 0.437294 24.0884 12.458 20.6167 10.8726 841.5 30
245 60430 -1 13 0.00246512 -0.000482064 4.40667 0.26667 0.00234177 4.40642 -0.146057 6.84665 1.00762 0.263607 1.03627 0.383555 34.7611 17.7086 29.9122 13.6621 517.5 13
245 70631 -1 13 0.00246512 -0.000482064 4.40667 0.26667 0.00234177 4.40642 -0.146057 6.84665 1.00762 0.263607 1.04906 0.348234 49.9112 24.8753 43.2707 17.7342 777.5 26
245 80814 -1 13 0.00246512 -0.000482064 4.40667 0.26667 0.00234177 4.40642 -0.146057 6.84665 1.00762 0.263607 1.06384 0.331024 67.6216 32.8318 59.1164 22.7954 382.5 1
245 91114 -1 13 0.00246512 -0.000482064 4.40667 0.26667 0.00234177 4.40642 -0.146057 6.84665 1.00762 0.263607 1.08245 0.304888 89.8494 42.1544 79.3468 27.8204 830 0
245 101315 -1 13 0.00246512 -0.000482064 4.40667 0.26667 0.00234177 4.40642 -0.146057 6.84665 1.00762 0.263607 1.09796 0.294476 108.437 49.3841 96.5391 32.3956 228 1

249 50333 -1 13 0.00122486 -0.000141789 2.33962 0.265272 0.00112742 2.33949 -0.174742 5.72273 1.03865 0.262256 1.06144 0.354736 23.3692 11.3952 20.4027 8.46486 751.5 15
249 60430 -1 13 0.00122486 -0.000141789 2.33962 0.265272 0.00112742 2.33949 -0.174742 5.72273 1.03865 0.262256 1.07323 0.324814 34.7708 16.5957 30.5547 11.4937 389 28
249 70630 -1 13 0.00122486 -0.000141789 2.33962 0.265272 0.00112742 2.33949 -0.174742 5.72273 1.03865 0.262256 1.08808 0.308905 49.2284 22.8513 43.6033 15.4499 581.5 10
249 80814 -1 13 0.00122486 -0.000141789 2.33962 0.265272 0.00112742 2.33949 -0.174742 5.72273 1.03865 0.262256 1.10683 0.3305 67.7326 30.3104 60.5721 22.7954 59 1
249 91114 -1 13 0.00122486 -0.000141789 2.33962 0.265272 0.00112742 2.33949 -0.174742 5.72273 1.03865 0.262256 1.12924 0.305012 89.8119 38.3809 81.1978 27.8204 363 0
249 101415 -1 13 0.00122486 -0.000141789 2.33962 0.265272 0.00112742 2.33949 -0.174742 5.72273 1.03865 0.262256 1.1461 0.299912 106.415 43.8479 96.961 32.3956 641.5 1

257 50332 -1 13 -0.00165467 0.000602356 -5.22719 0.393725 -0.00175148 -5.22726 -0.0222474 44.949 1.32515 0.384203 1.32813 0.178517 24.0854 5.78756 23.3797 4.32252 119.5 16
257 60529 -1 13 -0.00165467 0.000602356 -5.22719 0.393725 -0.00175148 -5.22726 -0.0222474 44.949 1.32515 0.384203 1.32958 0.248163 36.2031 8.64844 35.1549 9.07676 405 13
257 70730 -1 13 -0.00165467 0.000602356 -5.22719 0.393725 -0.00175148 -5.22726 -0.0222474 44.949 1.32515 0.384203 1.33152 0.288714 51.2951 12.1567 49.8337 15.0162 285 13
257 81014 -1 13 -0.00165467 0.000602356 -5.22719 0.393725 -0.00175148 -5.22726 -0.0222474 44.949 1.32515 0.384203 1.33362 0.330971 67.6327 15.8911 65.7393 22.7954 322.5 1
257 91314 -1 13 -0.00165467 0.000602356 -5.22719 0.393725 -0.00175148 -5.22726 -0.0222474 44.949 1.32515 0.384203 1.33648 0.304989 89.8188 20.8538 87.3644 27.8204 317.5 0
257 91315 -1 13 -0.00165467 0.000602356 -5.22719 0.393725 -0.00175148 -5.22726 -0.0222474 44.949 1.32515 0.384203 1.33636 0.355581 89.2141 20.7241 86.7736 32.3956 320 1
257 101615 -1 13 -0.00165467 0.000602356 -5.22719 0.393725 -0.00175148 -5.22726 -0.0222474 44.949 1.32515 0.384203 1.33859 0.344757 106.421 24.4901 103.565 37.4206 320.5 0

259 50333 -1 13 -0.000353365 0.00105912 0.0696945 0.299772 -0.000885154 0.0694905 -0.284957 3.5093 0.977461 0.295454 1.01582 0.300068 23.5194 12.393 19.9894 7.1638 859.5 24
259 60429 -1 13 -0.000353365 0.00105912 0.0696945 0.299772 -0.000885154 0.0694905 -0.284957 3.5093 0.977461 0.295454 1.03314 0.295277 34.158 17.493 29.3388 10.2333 527.5 5
259 70630 -1 13 -0.000353365 0.00105912 0.0696945 0.299772 -0.000885154 0.0694905 -0.284957 3.5093 0.977461 0.295454 1.05764 0.297363 49.2823 24.1941 42.9347 14.8716 731.5 14
259 80814 -1 13 -0.000353365 0.00105912 0.0696945 0.299772 -0.000885154 0.0694905 -0.284957 3.5093 0.977461 0.295454 1.08758 0.330808 67.6674 31.4405 59.9196 22.7954 204 1
259 91114 -1 13 -0.000353365 0.00105912 0.0696945 0.299772 -0.000885154 0.0694905 -0.284957 3.5093 0.977461 0.295454 1.12388 0.30503 89.8062 38.8132 80.9858 27.8204 416.5 0
259 101415 -1 13 -0.000353365 0.00105912 0.0696945 0.299772 -0.000885154 0.0694905 -0.284957 3.5093 0.977461 0.295454 1.15138 0.299925 106.41 43.3328 97.1869 32.3956 579 1

266 50333 -1 13 -0.000437053 -4.15516e-05 -2.84703 0.417591 -0.000384142 -2.84694 -0.181999 5.49454 1.16021 0.406319 1.18456 0.292015 23.2109 8.74365 21.501 6.87467 464.5 26
266 60530 -1 13 -0.000437053 -4.15516e-05 -2.84703 0.417591 -0.000384142 -2.84694 -0.181999 5.49454 1.16021 0.406319 1.19965 0.335381 37.0209 13.4268 34.5002 12.6502 883.5 20
266 70731 -1 13 -0.000437053 -4.15516e-05 -2.84703 0.417591 -0.000384142 -2.84694 -0.181999 5.49454 1.16021 0.406319 1.21557 0.355595 52.0209 18.0931 48.7731 18.8907 885 18
266 80914 -1 13 -0.000437053 -4.15516e-05 -2.84703 0.417591 -0.000384142 -2.84694 -0.181999 5.49454 1.16021 0.406319 1.23421 0.389124 69.7221 23.0267 65.81 27.8204 73 0
266 91215 -1 13 -0.000437053 -4.15516e-05 -2.84703 0.417591 -0.000384142 -2.84694 -0.181999 5.49454 1.16021 0.406319 1.25272 0.363229 87.2564 27.2882 82.8797 32.3956 152.5 1
266 101516 -1 13 -0.000437053 -4.15516e-05 -2.84703 0.417591 -0.000384142 -2.84694 -0.181999 5.49454 1.16021 0.406319 1.27575 0.380384 109.082 31.7189 104.368 42.5007 75.5 1

267 50332 -1 13 0.000171825 -0.000910645 -2.43866 0.352812 0.000483491 -2.43838 -0.0857108 11.6671 1.20841 0.345874 1.21964 0.245588 23.8354 8.19889 22.3809 5.91271 380.5 5
267 60529 -1 13 0.000171825 -0.000910645 -2.43866 0.352812 0.000483491 -2.43838 -0.0857108 11.6671 1.20841 0.345874 1.22589 0.281975 36.3208 12.2803 34.1817 10.3778 781 4
267 70730 -1 13 0.000171825 -0.000910645 -2.43866 0.352812 0.000483491 -2.43838 -0.0857108 11.6671 1.20841 0.345874 1.23329 0.301889 51.3516 17.0043 48.4545 15.739 789 8
267 80914 -1 13 0.000171825 -0.000910645 -2.43866 0.352812 0.000483491 -2.43838 -0.0857108 11.6671 1.20841 0.345874 1.24239 0.321232 69.7565 22.4987 66.0287 22.7954 9.5 1
267 91214 -1 13 0.000171825 -0.000910645 -2.43866 0.352812 0.000483491 -2.43838 -0.0857108 11.6671 1.20841 0.345874 1.2513 0.31159 87.8567 27.5951 83.4105 27.8204 164 0
267 101515 -1 13 0.000171825 -0.000910645 -2.43866 0.352812 0.000483491 -2.43838 -0.0857108 11.6671 1.20841 0.345874 1.26148 0.338598 108.433 33.008 103.286 37.4206 250 0

268 50334 -1 13 0.000668626 0.000322735 0.891856 0.417134 0.000368128 0.891587 -0.329888 3.03133 0.968496 0.405896 1.01373 0.441865 24.1402 12.7629 20.4904 11.0172 874.5 29
268 60431 -1 13 0.000668626 0.000322735 0.891856 0.417134 0.000368128 0.891587 -0.329888 3.03133 0.968496 0.405896 1.03271 0.429337 34.1582 17.506 29.3313 15.1201 529 31
268 70632 -1 13 0.000668626 0.000322735 0.891856 0.417134 0.000368128 0.891587 -0.329888 3.03133 0.968496 0.405896 1.0618 0.422029 49.2722 24.0106 43.0261 21.4171 711 29
268 80814 -1 13 0.000668626 0.000322735 0.891856 0.417134 0.000368128 0.891587 -0.329888 3.03133 0.968496 0.405896 1.09661 0.400199 67.6948 30.9105 60.2256 27.8204 136 0
268 91115 -1 13 0.000668626 0.000322735 0.891856 0.417134 0.000368128 0.891587 -0.329888 3.03133 0.968496 0.405896 1.13751 0.408 89.2212 37.4602 80.9762 37.4206 282 0
268 101416 -1 13 0.000668626 0.000322735 0.891856 0.417134 0.000368128 0.891587 -0.329888 3.03133 0.968496 0.405896 1.17173 0.430635 107.023 41.5852 98.6135 47.5257 337.5 0

271 50333 -1 13 0.00050562 -0.00035493 1.5414 0.337412 0.000612926 1.54143 -0.273916 3.65076 1.08392 0.331317 1.12 0.391328 23.2496 10.1295 20.927 9.33224 614.5 9
271 60430 -1 13 0.00050562 -0.00035493 1.5414 0.337412 0.000612926 1.54143 -0.273916 3.65076 1.08392 0.331317 1.13815 0.37434 34.9032 14.6342 31.6872 13.373 162.5 15
271 70631 -1 13 0.00050562 -0.00035493 1.5414 0.337412 0.000612926 1.54143 -0.273916 3.65076 1.08392 0.331317 1.16124 0.360631 49.8908 19.8668 45.7646 18.3847 218 21.5
271 80914 -1 13 0.00050562 -0.00035493 1.5414 0.337412 0.000612926 1.54143 -0.273916 3.65076 1.08392 0.331317 1.1918 0.321846 69.6189 25.7581 64.6785 22.7954 401.5 1
271 91215 -1 13 0.00050562 -0.00035493 1.5414 0.337412 0.000612926 1.54143 -0.273916 3.65076 1.08392 0.331317 1.21915 0.363461 87.1983 30.0353 81.8622 32.3956 478 1
271 101515 -1 13 0.00050562 -0.00035493 1.5414 0.337412 0.000612926 1.54143 -0.273916 3.65076 1.08392 0.331317 1.25239 0.338648 108.416 33.9401 102.966 37.4206 359.5 0

274 50332 -1 13 -0.00318061 -0.00028904 -4.91125 0.404884 -0.00290857 -4.91072 -0.0205636 48.6296 1.23564 0.394566 1.23849 0.198055 23.8583 7.78314 22.5531 4.75621 335.5 13
274 60529 -1 13 -0.00318061 -0.00028904 -4.91125 0.404884 -0.00290857 -4.91072 -0.0205636 48.6296 1.23564 0.394566 1.23976 0.266912 36.2823 11.7925 34.3124 9.79957 730.5 8
274 70730 -1 13 -0.00318061 -0.00028904 -4.91125 0.404884 -0.00290857 -4.91072 -0.0205636 48.6296 1.23564 0.394566 1.24155 0.304717 51.3277 16.5955 48.5708 15.8836 746.5 7
274 81014 -1 13 -0.00318061 -0.00028904 -4.91125 0.404884 -0.00290857 -4.91072 -0.0205636 48.6296 1.23564 0.394566 1.24347 0.330382 67.7576 21.7851 64.16 22.7954 1000.5 1
274 91215 -1 13 -0.00318061 -0.00028904 -4.91125 0.404884 -0.00290857 -4.91072 -0.0205636 48.6296 1.23564 0.394566 1.24577 0.363309 87.2363 27.8579 82.6687 32.3956 220 1
274 101515 -1 13 -0.00318061 -0.00028904 -4.91125 0.404884 -0.00290857 -4.91072 -0.0205636 48.6296 1.23564 0.394566 1.24824 0.338661 108.411 34.3657 102.82 37.4206 409.5 0

278 50333 -1 13 -0.000346709 -0.000503822 -4.13055 0.482654 -0.000102538 -4.13026 -0.0284604 35.1365 1.13652 0.465644 1.13999 0.297778 23.2273 9.69987 21.1049 7.01924 568 25
278 60430 -1 13 -0.000346709 -0.000503822 -4.13055 0.482654 -0.000102538 -4.13026 -0.0284604 35.1365 1.13652 0.465644 1.142 0.356759 34.9158 14.5173 31.7547 12.7225 149 19.5
278 70631 -1 13 -0.000346709 -0.000503822 -4.13055 0.482654 -0.000102538 -4.13026 -0.0284604 35.1365 1.13652 0.465644 1.14441 0.389311 49.8538 20.6188 45.3902 19.9026 302 11
278 80914 -1 13 -0.000346709 -0.000503822 -4.13055 0.482654 -0.000102538 -4.13026 -0.0284604 35.1365 1.13652 0.465644 1.14766 0.389536 69.6447 28.5977 63.5024 27.8204 743 0
278 91115 -1 13 -0.000346709 -0.000503822 -4.13055 0.482654 -0.000102538 -4.13026 -0.0284604 35.1365 1.13652 0.465644 1.15086 0.407848 89.2563 36.3896 81.5014 37.4206 149.5 0
278 101416 -1 13 -0.000346709 -0.000503822 -4.13055 0.482654 -0.000102538 -4.13026 -0.0284604 35.1365 1.13652 0.465644 1.15377 0.430674 107.013 43.3448 97.8417 47.5257 551 0

279 50334 -1 13 4.1478e-05 -6.47061e-05 4.33173 0.303352 6.63425e-05 4.33174 -0.0102831 97.2472 1.09932 0.298882 1.10057 0.46815 23.8865 10.8227 21.294 11.5955 664.5 25
279 60430 -1 13 4.1478e-05 -6.47061e-05 4.33173 0.303352 6.63425e-05 4.33174 -0.0102831 97.2472 1.09932 0.298882 1.10128 0.416337 34.8099 15.7499 31.043 14.915 291.333 4.33333
279 70631 -1 13 4.1478e-05 -6.47061e-05 4.33173 0.303352 6.63425e-05 4.33174 -0.0102831 97.2472 1.09932 0.298882 1.10217 0.381443 49.8233 22.5031 44.4519 19.4689 512.5 14
279 80814 -1 13 4.1478e-05 -6.47061e-05 4.33173 0.303352 6.63425e-05 4.33174 -0.0102831 97.2472 1.09932 0.298882 1.10325 0.330566 67.7185 30.5208 60.4506 22.7954 86 1
279 91115 -1 13 4.1478e-05 -6.47061e-05 4.33173 0.303352 6.63425e-05 4.33174 -0.0102831 97.2472 1.09932 0.298882 1.10457 0.355625 89.2027 40.0984 79.6821 32.3956 608.5 1
279 101315 -1 13 4.1478e-05 -6.47061e-05 4.33173 0.303352 6.63425e-05 4.33174 -0.0102831 97.2472 1.09932 0.298882 1.10567 0.338516 108.46 48.648 96.9374 37.4206 135 0

280 50332 -1 13 -0.00120269 -0.000268462 -6.33815 0.43162 -0.00083389 -6.33776 -0.289555 3.45358 0.962892 0.419231 1.00272 0.171896 24.1858 13.0123 20.3871 4.17796 901.5 17
280 60429 -1 13 -0.00120269 -0.000268462 -6.33815 0.43162 -0.00083389 -6.33776 -0.289555 3.45358 0.962892 0.419231 1.01939 0.246233 34.1678 17.9 29.1038 8.49851 574.5 17
280 70630 -1 13 -0.00120269 -0.000268462 -6.33815 0.43162 -0.00083389 -6.33776 -0.289555 3.45358 0.962892 0.419231 1.04458 0.29995 49.3195 24.7715 42.6472 15.0162 796 13
280 80814 -1 13 -0.00120269 -0.000268462 -6.33815 0.43162 -0.00083389 -6.33776 -0.289555 3.45358 0.962892 0.419231 1.07514 0.330943 67.6386 32.1693 59.4989 22.7954 297.5 1
280 91115 -1 13 -0.00120269 -0.000268462 -6.33815 0.43162 -0.00083389 -6.33776 -0.289555 3.45358 0.962892 0.419231 1.11118 0.35564 89.1987 39.5692 79.9417 32.3956 543 1
280 101415 -1 13 -0.00120269 -0.000268462 -6.33815 0.43162 -0.00083389 -6.33776 -0.289555 3.45358 0.962892 0.419231 1.14001 0.344749 106.424 44.4414 96.7007 37.4206 713.5 0
280 101416 -1 13 -0.00120269 -0.000268462 -6.33815 0.43162 -0.00083389 -6.33776 -0.289555 3.45358 0.962892 0.419231 1.14103 0.387345 107.027 44.5935 97.2939 42.5007 702.5 1

288 50334 -1 13 -0.00252558 0.000757441 4.32784 0.30818 -0.00257223 4.32802 -0.114644 8.72266 1.0578 0.303499 1.0735 0.472499 23.9457 11.4232 21.0453 11.74 729.5 24
288 60430 -1 13 -0.00252558 0.000757441 4.32784 0.30818 -0.00257223 4.32802 -0.114644 8.72266 1.0578 0.303499 1.08041 0.421785 34.7782 16.3792 30.6797 15.1077 364 3
288 70631 -1 13 -0.00252558 0.000757441 4.32784 0.30818 -0.00257223 4.32802 -0.114644 8.72266 1.0578 0.303499 1.09033 0.384089 49.8307 23.0312 44.1889 19.6135 571.5 13
288 80814 -1 13 -0.00252558 0.000757441 4.32784 0.30818 -0.00257223 4.32802 -0.114644 8.72266 1.0578 0.303499 1.10185 0.330591 67.7133 30.6027 60.4034 22.7954 96.5 1
288 91115 -1 13 -0.00252558 0.000757441 4.32784 0.30818 -0.00257223 4.32802 -0.114644 8.72266 1.0578 0.303499 1.11587 0.355642 89.1982 39.1934 80.1261 32.3956 496.5 1
288 101415 -1 13 -0.00252558 0.000757441 4.32784 0.30818 -0.00257223 4.32802 -0.114644 8.72266 1.0578 0.303499 1.12716 0.344647 106.457 45.6941 96.1512 37.4206 865.5 0

291 50333 -1 13 0.000276205 3.35647e-05 0.268889 0.38719 0.000212174 0.268819 -0.211499 4.72816 0.988199 0.378116 1.01708 0.387128 23.5146 12.3653 20.0009 9.33224 856.5 9
291 60430 -1 13 0.000276205 3.35647e-05 0.268889 0.38719 0.000212174 0.268819 -0.211499 4.72816 0.988199 0.378116 1.0308 0.383528 34.7637 17.8731 29.8172 13.6621 536.5 13
291 70631 -1 13 0.000276205 3.35647e-05 0.268889 0.38719 0.000212174 0.268819 -0.211499 4.72816 0.988199 0.378116 1.04936 0.380808 49.9104 24.8618 43.2774 19.4689 776 14
291 80814 -1 13 0.000276205 3.35647e-05 0.268889 0.38719 0.000212174 0.268819 -0.211499 4.72816 0.988199 0.378116 1.07069 0.400559 67.6309 32.4304 59.3481 27.8204 331 0
291 91115 -1 13 0.000276205 3.35647e-05 0.268889 0.38719 0.000212174 0.268819 -0.211499 4.72816 0.988199 0.378116 1.0968 0.355587 89.2125 40.7206 79.3769 32.3956 685.5 1
291 101416 -1 13 0.000276205 3.35647e-05 0.268889 0.38719 0.000212174 0.268819 -0.211499 4.72816 0.988199 0.378116 1.11855 0.387116 107.093 46.7982 96.3269 42.5007 970 1

305 50333 -1 13 0.00264591 0.000576902 -2.59672 0.440818 0.00209208 -2.59748 -0.314274 3.18194 1.0975 0.427662 1.13762 0.321496 23.2294 9.75068 21.0839 7.59749 573.5 21
305 60430 -1 13 0.00264591 0.000576902 -2.59672 0.440818 0.00209208 -2.59748 -0.314274 3.18194 1.0975 0.427662 1.15893 0.3581 34.9771 14.002 32.0522 12.7947 89.5 19
305 70631 -1 13 0.00264591 0.000576902 -2.59672 0.440818 0.00209208 -2.59748 -0.314274 3.18194 1.0975 0.427662 1.18632 0.380357 49.9723 18.7434 46.324 19.4689 92.5 14
305 80914 -1 13 0.00264591 0.000576902 -2.59672 0.440818 0.00209208 -2.59748 -0.314274 3.18194 1.0975 0.427662 1.22203 0.38935 69.6796 23.8124 65.4845 27.8204 167.5 0
305 91215 -1 13 0.00264591 0.000576902 -2.59672 0.440818 0.00209208 -2.59748 -0.314274 3.18194 1.0975 0.427662 1.25396 0.416676 87.2604 27.1869 82.9172 37.4206 140.5 0
305 101616 -1 13 0.00264591 0.000576902 -2.59672 0.440818 0.00209208 -2.59748 -0.314274 3.18194 1.0975 0.427662 1.29028 0.3872 107.069 29.642 102.884 42.5007 894 1

310 50334 -1 13 0.00394827 0.000954673 5.26045 0.245513 0.00336838 5.25989 -0.163046 6.13324 1.21498 0.243111 1.23703 0.452297 23.8562 7.81548 22.5397 11.1618 339 28
310 60530 -1 13 0.00394827 0.000954673 5.26045 0.245513 0.00336838 5.25989 -0.163046 6.13324 1.21498 0.243111 1.24924 0.378483 36.8656 11.6511 34.976 14.2885 699.667 8.66667
310 70731 -1 13 0.00394827 0.000954673 5.26045 0.245513 0.00336838 5.25989 -0.163046 6.13324 1.21498 0.243111 1.26343 0.340731 51.8862 15.6981 49.4545 18.0233 636 24
310 81014 -1 13 0.00394827 0.000954673 5.26045 0.245513 0.00336838 5.25989 -0.163046 6.13324 1.21498 0.243111 1.27826 0.330917 67.6442 19.5075 64.7703 22.7954 738.5 1
